"participant_id","presentation_order","task_id","position_1","position_2","position_3","position_4"
117,3,11,"O06","O11","O12","O10"
117,4,10,"O01","O06","O07","O09"
117,5,12,"O11","O09","O03","O05"
117,6,2,"O07","O02","O04","O11"
117,7,8,"O12","O09","O04","O08"
117,8,1,"O12","O01","O02","O05"
117,9,7,"O07","O08","O06","O05"
117,10,9,"O04","O03","O06","O02"
117,11,6,"O12","O03","O10","O07"
117,12,5,"O03","O01","O11","O08"
118,1,10,"O07","O09","O01","O06"
118,2,3,"O09","O02","O10","O08"
118,3,11,"O11","O12","O10","O06"
118,4,8,"O12","O09","O08","O04"
118,5,2,"O02","O04","O11","O07"
118,6,6,"O10","O07","O12","O03"
118,7,9,"O03","O06","O04","O02"
118,8,1,"O05","O02","O01","O12"
118,9,12,"O03","O11","O09","O05"
118,10,5,"O08","O11","O03","O01"
118,11,4,"O05","O04","O10","O01"
118,12,7,"O06","O05","O08","O07"
119,1,5,"O03","O11","O08","O01"
119,2,8,"O04","O08","O09","O12"
119,3,11,"O12","O06","O11","O10"
119,4,12,"O11","O03","O09","O05"
119,5,7,"O08","O06","O07","O05"
119,6,6,"O03","O10","O07","O12"
119,7,1,"O12","O05","O02","O01"
119,8,3,"O09","O02","O10","O08"
119,9,4,"O04","O10","O05","O01"
119,10,10,"O01","O06","O07","O09"
119,11,2,"O04","O07","O02","O11"
119,12,9,"O03","O02","O06","O04"
120,1,12,"O05","O11","O09","O03"
120,2,6,"O12","O03","O07","O10"
120,3,7,"O05","O08","O07","O06"
120,4,11,"O12","O10","O06","O11"
120,5,5,"O01","O11","O03","O08"
120,6,1,"O05","O01","O12","O02"
120,7,3,"O09","O08","O02","O10"
120,8,9,"O03","O06","O02","O04"
120,9,10,"O06","O01","O07","O09"
120,10,8,"O09","O04","O08","O12"
120,11,2,"O07","O11","O04","O02"
120,12,4,"O10","O01","O04","O05"
121,1,3,"O09","O02","O08","O10"
121,2,12,"O03","O09","O05","O11"
121,3,2,"O02","O11","O04","O07"
121,4,10,"O06","O09","O07","O01"
121,5,4,"O01","O10","O04","O05"
121,6,8,"O08","O09","O12","O04"
121,7,11,"O11","O10","O12","O06"
121,8,9,"O04","O06","O03","O02"
121,9,7,"O05","O07","O08","O06"
121,10,5,"O08","O01","O03","O11"
121,11,6,"O03","O07","O10","O12"
121,12,1,"O02","O12","O05","O01"
122,1,1,"O12","O05","O01","O02"
122,2,9,"O03","O02","O06","O04"
122,3,7,"O08","O07","O05","O06"
122,4,12,"O05","O09","O03","O11"
122,5,8,"O04","O12","O09","O08"
122,6,2,"O11","O07","O02","O04"
122,7,10,"O01","O06","O07","O09"
122,8,11,"O11","O10","O12","O06"
122,9,3,"O08","O02","O10","O09"
122,10,5,"O08","O03","O01","O11"
122,11,4,"O05","O04","O10","O01"
122,12,6,"O07","O10","O12","O03"
123,1,12,"O03","O09","O11","O05"
123,2,6,"O07","O10","O03","O12"
123,3,3,"O02","O09","O08","O10"
123,4,10,"O01","O07","O09","O06"
123,5,9,"O06","O02","O04","O03"
123,6,2,"O07","O04","O02","O11"
123,7,11,"O06","O12","O10","O11"
123,8,1,"O12","O05","O02","O01"
123,9,8,"O04","O08","O09","O12"
123,10,4,"O04","O10","O01","O05"
123,11,7,"O07","O05","O06","O08"
123,12,5,"O11","O01","O03","O08"
124,1,6,"O10","O12","O03","O07"
124,2,8,"O09","O12","O08","O04"
124,3,10,"O09","O07","O01","O06"
124,4,7,"O06","O08","O05","O07"
124,5,12,"O05","O11","O09","O03"
124,6,9,"O02","O04","O06","O03"
124,7,1,"O05","O12","O02","O01"
124,8,11,"O11","O06","O10","O12"
124,9,4,"O05","O04","O01","O10"
124,10,2,"O04","O02","O11","O07"
124,11,3,"O08","O09","O10","O02"
124,12,5,"O11","O08","O01","O03"
125,1,7,"O05","O06","O08","O07"
125,2,8,"O04","O08","O09","O12"
125,3,4,"O05","O10","O01","O04"
125,4,5,"O03","O11","O01","O08"
125,5,2,"O11","O07","O04","O02"
125,6,1,"O12","O02","O01","O05"
125,7,11,"O11","O12","O06","O10"
125,8,10,"O09","O07","O01","O06"
125,9,3,"O02","O08","O10","O09"
125,10,9,"O03","O06","O02","O04"
125,11,12,"O03","O05","O11","O09"
125,12,6,"O10","O07","O03","O12"
126,1,10,"O09","O01","O06","O07"
126,2,7,"O05","O07","O08","O06"
126,3,9,"O02","O03","O04","O06"
126,4,6,"O07","O12","O03","O10"
126,5,3,"O02","O08","O10","O09"
126,6,5,"O03","O08","O11","O01"
126,7,12,"O05","O11","O09","O03"
126,8,1,"O02","O12","O01","O05"
126,9,8,"O12","O04","O08","O09"
126,10,11,"O10","O12","O06","O11"
126,11,4,"O01","O10","O04","O05"
126,12,2,"O02","O11","O04","O07"
127,1,10,"O09","O07","O01","O06"
127,2,5,"O08","O03","O01","O11"
127,3,9,"O02","O06","O03","O04"
127,4,11,"O06","O10","O12","O11"
127,5,8,"O09","O12","O04","O08"
127,6,2,"O02","O07","O11","O04"
127,7,7,"O07","O06","O08","O05"
127,8,6,"O07","O12","O10","O03"
127,9,1,"O01","O02","O05","O12"
127,10,12,"O03","O09","O11","O05"
127,11,4,"O01","O04","O05","O10"
127,12,3,"O02","O09","O10","O08"
128,1,5,"O01","O03","O08","O11"
128,2,2,"O02","O11","O07","O04"
128,3,7,"O08","O06","O07","O05"
128,4,9,"O02","O06","O04","O03"
128,5,11,"O11","O12","O10","O06"
128,6,12,"O05","O11","O03","O09"
128,7,8,"O12","O09","O04","O08"
128,8,1,"O12","O02","O01","O05"
128,9,10,"O09","O06","O01","O07"
128,10,3,"O09","O10","O08","O02"
128,11,4,"O10","O01","O04","O05"
128,12,6,"O10","O12","O03","O07"
129,1,9,"O04","O06","O03","O02"
129,2,11,"O12","O11","O06","O10"
129,3,12,"O03","O11","O05","O09"
129,4,10,"O06","O07","O01","O09"
129,5,7,"O05","O07","O08","O06"
129,6,1,"O12","O05","O01","O02"
129,7,6,"O03","O07","O10","O12"
129,8,2,"O11","O07","O02","O04"
129,9,8,"O09","O08","O12","O04"
129,10,3,"O10","O02","O08","O09"
129,11,5,"O08","O01","O03","O11"
129,12,4,"O10","O01","O05","O04"
130,1,4,"O10","O01","O04","O05"
130,2,6,"O10","O12","O03","O07"
130,3,8,"O09","O12","O04","O08"
130,4,10,"O01","O07","O06","O09"
130,5,7,"O05","O08","O07","O06"
130,6,12,"O11","O09","O03","O05"
130,7,5,"O08","O03","O01","O11"
130,8,2,"O02","O11","O04","O07"
130,9,1,"O01","O02","O05","O12"
130,10,9,"O04","O06","O03","O02"
130,11,3,"O10","O02","O08","O09"
130,12,11,"O11","O12","O10","O06"
131,1,3,"O10","O09","O08","O02"
131,2,9,"O02","O06","O04","O03"
131,3,10,"O06","O07","O01","O09"
131,4,1,"O01","O02","O12","O05"
131,5,11,"O12","O10","O06","O11"
131,6,2,"O11","O02","O04","O07"
131,7,8,"O04","O08","O12","O09"
131,8,7,"O08","O05","O06","O07"
131,9,4,"O04","O01","O05","O10"
131,10,5,"O11","O08","O03","O01"
131,11,6,"O03","O12","O10","O07"
131,12,12,"O03","O09","O11","O05"
132,1,9,"O03","O06","O02","O04"
132,2,7,"O05","O07","O06","O08"
132,3,2,"O04","O07","O02","O11"
132,4,11,"O06","O11","O10","O12"
132,5,5,"O11","O08","O03","O01"
132,6,6,"O03","O07","O12","O10"
132,7,10,"O01","O06","O07","O09"
132,8,3,"O09","O10","O02","O08"
132,9,8,"O08","O09","O12","O04"
132,10,4,"O05","O01","O10","O04"
132,11,12,"O05","O09","O11","O03"
132,12,1,"O05","O12","O02","O01"
133,1,2,"O02","O04","O07","O11"
133,2,8,"O12","O08","O04","O09"
133,3,7,"O08","O07","O05","O06"
133,4,5,"O01","O03","O11","O08"
133,5,12,"O05","O03","O09","O11"
133,6,6,"O03","O07","O12","O10"
133,7,4,"O01","O10","O05","O04"
133,8,10,"O07","O01","O09","O06"
133,9,1,"O01","O02","O12","O05"
133,10,11,"O11","O10","O12","O06"
133,11,9,"O02","O06","O03","O04"
133,12,3,"O02","O09","O10","O08"
134,1,8,"O12","O08","O09","O04"
134,2,5,"O08","O01","O03","O11"
134,3,6,"O10","O12","O03","O07"
134,4,7,"O05","O07","O06","O08"
134,5,11,"O12","O10","O11","O06"
134,6,10,"O06","O07","O01","O09"
134,7,2,"O07","O02","O04","O11"
134,8,1,"O12","O01","O05","O02"
134,9,4,"O04","O10","O05","O01"
134,10,3,"O02","O09","O10","O08"
134,11,9,"O02","O04","O06","O03"
134,12,12,"O03","O05","O11","O09"
135,1,11,"O06","O12","O11","O10"
135,2,2,"O11","O07","O02","O04"
135,3,9,"O03","O02","O04","O06"
135,4,4,"O04","O01","O05","O10"
135,5,5,"O03","O08","O11","O01"
135,6,3,"O08","O02","O09","O10"
135,7,1,"O12","O05","O02","O01"
135,8,12,"O05","O11","O09","O03"
135,9,6,"O10","O03","O12","O07"
135,10,8,"O04","O08","O09","O12"
135,11,7,"O07","O08","O05","O06"
135,12,10,"O09","O07","O06","O01"
136,1,9,"O06","O03","O02","O04"
136,2,7,"O08","O06","O05","O07"
136,3,4,"O04","O05","O10","O01"
136,4,1,"O01","O12","O05","O02"
136,5,5,"O08","O01","O03","O11"
136,6,8,"O08","O09","O12","O04"
136,7,3,"O09","O08","O02","O10"
136,8,6,"O07","O12","O03","O10"
136,9,12,"O11","O05","O03","O09"
136,10,2,"O11","O02","O04","O07"
136,11,10,"O01","O07","O09","O06"
136,12,11,"O11","O10","O06","O12"
137,1,12,"O11","O03","O09","O05"
137,2,7,"O07","O08","O05","O06"
137,3,8,"O04","O12","O09","O08"
137,4,3,"O09","O10","O08","O02"
137,5,5,"O11","O01","O08","O03"
137,6,1,"O02","O12","O01","O05"
137,7,10,"O07","O09","O06","O01"
137,8,4,"O01","O05","O04","O10"
137,9,2,"O02","O07","O04","O11"
137,10,9,"O03","O06","O04","O02"
137,11,6,"O03","O12","O10","O07"
137,12,11,"O11","O12","O10","O06"
138,1,12,"O03","O11","O09","O05"
138,2,3,"O02","O10","O08","O09"
138,3,5,"O03","O01","O11","O08"
138,4,6,"O03","O07","O12","O10"
138,5,9,"O04","O03","O02","O06"
138,6,8,"O08","O04","O12","O09"
138,7,1,"O12","O02","O05","O01"
138,8,11,"O12","O06","O10","O11"
138,9,4,"O01","O05","O10","O04"
138,10,10,"O06","O09","O07","O01"
138,11,2,"O07","O04","O02","O11"
138,12,7,"O06","O07","O05","O08"
139,1,3,"O02","O10","O09","O08"
139,2,1,"O05","O02","O12","O01"
139,3,11,"O10","O06","O11","O12"
139,4,12,"O05","O03","O11","O09"
139,5,2,"O04","O11","O02","O07"
139,6,7,"O07","O08","O06","O05"
139,7,4,"O05","O10","O01","O04"
139,8,6,"O07","O03","O10","O12"
139,9,8,"O12","O08","O04","O09"
139,10,9,"O02","O04","O06","O03"
139,11,10,"O09","O01","O06","O07"
139,12,5,"O01","O08","O03","O11"
140,1,2,"O02","O11","O04","O07"
140,2,11,"O12","O10","O11","O06"
140,3,1,"O01","O02","O12","O05"
140,4,4,"O01","O04","O05","O10"
140,5,12,"O03","O09","O05","O11"
140,6,6,"O03","O10","O07","O12"
140,7,8,"O09","O04","O12","O08"
140,8,7,"O07","O05","O08","O06"
140,9,3,"O10","O08","O09","O02"
140,10,5,"O01","O03","O08","O11"
140,11,9,"O04","O06","O03","O02"
140,12,10,"O07","O01","O06","O09"
141,1,10,"O07","O09","O01","O06"
141,2,4,"O05","O10","O01","O04"
141,3,3,"O08","O10","O02","O09"
141,4,11,"O06","O12","O10","O11"
141,5,2,"O02","O04","O07","O11"
141,6,12,"O05","O09","O03","O11"
141,7,5,"O01","O08","O11","O03"
141,8,8,"O08","O09","O04","O12"
141,9,6,"O10","O12","O07","O03"
141,10,9,"O02","O03","O04","O06"
141,11,7,"O05","O06","O07","O08"
141,12,1,"O12","O05","O02","O01"
142,1,9,"O02","O04","O03","O06"
142,2,2,"O07","O02","O11","O04"
142,3,11,"O11","O12","O06","O10"
142,4,3,"O09","O10","O08","O02"
142,5,8,"O08","O04","O09","O12"
142,6,5,"O11","O08","O01","O03"
142,7,1,"O05","O01","O02","O12"
142,8,7,"O05","O07","O08","O06"
142,9,12,"O05","O03","O09","O11"
142,10,6,"O03","O07","O10","O12"
142,11,4,"O05","O01","O04","O10"
142,12,10,"O06","O09","O01","O07"
143,1,4,"O04","O01","O05","O10"
143,2,3,"O02","O10","O09","O08"
143,3,2,"O07","O04","O02","O11"
143,4,1,"O01","O02","O12","O05"
143,5,5,"O03","O11","O01","O08"
143,6,6,"O12","O10","O07","O03"
143,7,7,"O08","O06","O05","O07"
143,8,12,"O05","O03","O09","O11"
143,9,8,"O12","O08","O04","O09"
143,10,10,"O09","O06","O07","O01"
143,11,11,"O10","O11","O06","O12"
143,12,9,"O06","O04","O02","O03"
144,1,5,"O01","O03","O11","O08"
144,2,12,"O05","O03","O09","O11"
144,3,9,"O06","O02","O04","O03"
144,4,11,"O10","O11","O12","O06"
144,5,6,"O07","O12","O10","O03"
144,6,8,"O08","O09","O12","O04"
144,7,7,"O05","O08","O06","O07"
144,8,2,"O07","O04","O02","O11"
144,9,4,"O01","O04","O10","O05"
144,10,10,"O01","O07","O06","O09"
144,11,3,"O10","O02","O08","O09"
144,12,1,"O12","O02","O05","O01"
145,1,10,"O01","O07","O06","O09"
145,2,8,"O09","O04","O08","O12"
145,3,1,"O05","O02","O12","O01"
145,4,2,"O04","O07","O02","O11"
145,5,7,"O07","O06","O05","O08"
145,6,12,"O05","O09","O03","O11"
145,7,5,"O08","O01","O11","O03"
145,8,6,"O12","O03","O07","O10"
145,9,3,"O10","O08","O02","O09"
145,10,4,"O04","O05","O10","O01"
145,11,9,"O03","O02","O06","O04"
145,12,11,"O10","O06","O11","O12"
146,1,12,"O03","O09","O11","O05"
146,2,8,"O09","O04","O12","O08"
146,3,3,"O02","O10","O09","O08"
146,4,5,"O01","O03","O08","O11"
146,5,1,"O05","O01","O02","O12"
146,6,4,"O01","O10","O05","O04"
146,7,7,"O06","O08","O05","O07"
146,8,10,"O01","O07","O06","O09"
146,9,9,"O03","O06","O04","O02"
146,10,2,"O11","O04","O07","O02"
146,11,6,"O12","O03","O10","O07"
146,12,11,"O10","O06","O11","O12"
147,1,2,"O04","O07","O02","O11"
147,2,11,"O06","O11","O12","O10"
147,3,7,"O08","O06","O05","O07"
147,4,8,"O08","O09","O04","O12"
147,5,5,"O08","O03","O11","O01"
147,6,10,"O07","O01","O09","O06"
147,7,4,"O01","O05","O04","O10"
147,8,12,"O03","O09","O05","O11"
147,9,9,"O04","O03","O06","O02"
147,10,1,"O01","O05","O02","O12"
147,11,3,"O10","O02","O09","O08"
147,12,6,"O12","O03","O10","O07"
148,1,5,"O11","O01","O03","O08"
148,2,10,"O09","O01","O07","O06"
148,3,12,"O11","O03","O05","O09"
148,4,7,"O06","O05","O07","O08"
148,5,1,"O05","O01","O02","O12"
148,6,4,"O05","O10","O01","O04"
148,7,8,"O08","O12","O04","O09"
148,8,9,"O06","O04","O03","O02"
148,9,2,"O04","O11","O07","O02"
148,10,11,"O11","O06","O10","O12"
148,11,6,"O07","O12","O10","O03"
148,12,3,"O10","O02","O09","O08"
149,1,10,"O07","O06","O09","O01"
149,2,5,"O03","O01","O11","O08"
149,3,9,"O02","O06","O04","O03"
149,4,2,"O07","O11","O02","O04"
149,5,1,"O05","O12","O01","O02"
149,6,7,"O07","O08","O05","O06"
149,7,3,"O02","O09","O08","O10"
149,8,11,"O11","O06","O12","O10"
149,9,12,"O09","O03","O05","O11"
149,10,8,"O12","O04","O09","O08"
149,11,4,"O05","O04","O01","O10"
149,12,6,"O10","O07","O03","O12"
150,1,7,"O08","O07","O06","O05"
150,2,11,"O10","O11","O12","O06"
150,3,2,"O04","O07","O11","O02"
150,4,8,"O09","O04","O08","O12"
150,5,4,"O10","O05","O04","O01"
150,6,12,"O11","O03","O05","O09"
150,7,9,"O02","O06","O03","O04"
150,8,1,"O01","O02","O12","O05"
150,9,3,"O09","O08","O02","O10"
150,10,5,"O11","O01","O03","O08"
150,11,10,"O06","O01","O09","O07"
150,12,6,"O07","O10","O12","O03"
151,1,6,"O10","O12","O03","O07"
151,2,1,"O05","O01","O02","O12"
151,3,7,"O05","O08","O07","O06"
151,4,10,"O07","O06","O09","O01"
151,5,4,"O10","O01","O05","O04"
151,6,9,"O03","O06","O04","O02"
151,7,3,"O10","O08","O02","O09"
151,8,12,"O11","O03","O05","O09"
151,9,8,"O08","O12","O04","O09"
151,10,5,"O03","O08","O01","O11"
151,11,11,"O11","O10","O12","O06"
151,12,2,"O04","O11","O02","O07"
152,1,12,"O09","O03","O05","O11"
152,2,3,"O08","O09","O02","O10"
152,3,7,"O07","O08","O05","O06"
152,4,1,"O02","O12","O05","O01"
152,5,5,"O11","O08","O03","O01"
152,6,9,"O04","O03","O06","O02"
152,7,8,"O12","O04","O09","O08"
152,8,11,"O12","O10","O06","O11"
152,9,6,"O07","O12","O10","O03"
152,10,10,"O09","O07","O06","O01"
152,11,2,"O11","O02","O07","O04"
152,12,4,"O04","O01","O10","O05"
153,1,5,"O01","O03","O08","O11"
153,2,6,"O07","O12","O03","O10"
153,3,12,"O05","O03","O11","O09"
153,4,3,"O10","O09","O02","O08"
153,5,7,"O08","O05","O06","O07"
153,6,1,"O05","O01","O12","O02"
153,7,4,"O01","O10","O04","O05"
153,8,11,"O06","O10","O11","O12"
153,9,9,"O02","O03","O06","O04"
153,10,8,"O04","O09","O12","O08"
153,11,2,"O11","O04","O02","O07"
153,12,10,"O09","O07","O01","O06"
154,1,5,"O03","O08","O11","O01"
154,2,12,"O11","O09","O03","O05"
154,3,4,"O10","O01","O04","O05"
154,4,8,"O08","O09","O12","O04"
154,5,9,"O03","O06","O04","O02"
154,6,3,"O08","O02","O10","O09"
154,7,1,"O01","O05","O02","O12"
154,8,10,"O06","O07","O09","O01"
154,9,7,"O06","O07","O08","O05"
154,10,11,"O10","O06","O12","O11"
154,11,6,"O03","O07","O12","O10"
154,12,2,"O07","O04","O11","O02"
155,1,10,"O06","O01","O09","O07"
155,2,2,"O07","O11","O04","O02"
155,3,5,"O03","O11","O01","O08"
155,4,4,"O01","O10","O04","O05"
155,5,3,"O10","O09","O08","O02"
155,6,8,"O04","O09","O08","O12"
155,7,1,"O01","O02","O12","O05"
155,8,7,"O07","O08","O05","O06"
155,9,6,"O07","O03","O10","O12"
155,10,9,"O02","O04","O06","O03"
155,11,12,"O09","O03","O05","O11"
155,12,11,"O11","O06","O12","O10"
156,1,1,"O01","O02","O05","O12"
156,2,4,"O04","O05","O01","O10"
156,3,10,"O06","O07","O09","O01"
156,4,6,"O03","O10","O12","O07"
156,5,7,"O08","O05","O07","O06"
156,6,3,"O02","O10","O08","O09"
156,7,8,"O08","O09","O04","O12"
156,8,11,"O12","O11","O06","O10"
156,9,9,"O06","O03","O04","O02"
156,10,2,"O02","O04","O07","O11"
156,11,5,"O08","O03","O01","O11"
156,12,12,"O11","O05","O03","O09"
157,1,12,"O05","O03","O09","O11"
157,2,6,"O12","O07","O10","O03"
157,3,2,"O02","O11","O04","O07"
157,4,7,"O08","O06","O07","O05"
157,5,4,"O10","O05","O04","O01"
157,6,1,"O01","O05","O12","O02"
157,7,3,"O08","O10","O02","O09"
157,8,8,"O04","O12","O08","O09"
157,9,5,"O08","O01","O11","O03"
157,10,11,"O10","O11","O06","O12"
157,11,9,"O06","O02","O04","O03"
157,12,10,"O01","O07","O06","O09"
158,1,12,"O09","O03","O11","O05"
158,2,7,"O07","O06","O08","O05"
158,3,8,"O09","O04","O12","O08"
158,4,5,"O03","O11","O01","O08"
158,5,6,"O12","O07","O10","O03"
158,6,9,"O04","O02","O03","O06"
158,7,2,"O02","O07","O11","O04"
158,8,4,"O01","O05","O04","O10"
158,9,3,"O08","O09","O02","O10"
158,10,1,"O02","O05","O12","O01"
158,11,11,"O12","O06","O10","O11"
158,12,10,"O01","O07","O09","O06"
159,1,9,"O04","O03","O06","O02"
159,2,5,"O01","O11","O03","O08"
159,3,6,"O07","O03","O12","O10"
159,4,8,"O08","O04","O09","O12"
159,5,10,"O01","O09","O07","O06"
159,6,7,"O07","O08","O05","O06"
159,7,2,"O02","O11","O04","O07"
159,8,11,"O06","O10","O12","O11"
159,9,3,"O02","O09","O08","O10"
159,10,4,"O04","O10","O01","O05"
159,11,12,"O03","O05","O09","O11"
159,12,1,"O01","O12","O02","O05"
160,1,1,"O01","O02","O05","O12"
160,2,3,"O10","O09","O08","O02"
160,3,11,"O12","O11","O10","O06"
160,4,10,"O06","O07","O09","O01"
160,5,4,"O04","O10","O05","O01"
160,6,2,"O07","O11","O04","O02"
160,7,7,"O06","O07","O08","O05"
160,8,6,"O07","O12","O10","O03"
160,9,9,"O02","O04","O06","O03"
160,10,8,"O09","O12","O08","O04"
160,11,5,"O01","O03","O08","O11"
160,12,12,"O03","O11","O05","O09"
161,1,7,"O05","O06","O07","O08"
161,2,9,"O04","O06","O02","O03"
161,3,10,"O07","O01","O09","O06"
161,4,8,"O04","O09","O08","O12"
161,5,1,"O05","O01","O02","O12"
161,6,4,"O10","O05","O01","O04"
161,7,2,"O11","O07","O04","O02"
161,8,6,"O12","O07","O03","O10"
161,9,3,"O10","O09","O08","O02"
161,10,12,"O03","O09","O05","O11"
161,11,11,"O12","O11","O10","O06"
161,12,5,"O03","O01","O11","O08"
162,1,9,"O03","O04","O06","O02"
162,2,3,"O02","O08","O09","O10"
162,3,4,"O01","O04","O05","O10"
162,4,12,"O05","O11","O03","O09"
162,5,2,"O02","O07","O11","O04"
162,6,11,"O06","O10","O11","O12"
162,7,8,"O12","O04","O08","O09"
162,8,5,"O03","O01","O11","O08"
162,9,10,"O07","O06","O01","O09"
162,10,6,"O03","O12","O10","O07"
162,11,1,"O05","O02","O01","O12"
162,12,7,"O06","O08","O05","O07"
163,1,6,"O12","O03","O10","O07"
163,2,9,"O06","O02","O03","O04"
163,3,8,"O04","O09","O12","O08"
163,4,4,"O05","O01","O10","O04"
163,5,3,"O10","O08","O02","O09"
163,6,1,"O02","O05","O01","O12"
163,7,10,"O06","O07","O01","O09"
163,8,2,"O02","O11","O07","O04"
163,9,5,"O03","O01","O08","O11"
163,10,11,"O10","O12","O06","O11"
163,11,12,"O11","O09","O03","O05"
163,12,7,"O06","O05","O07","O08"
164,1,11,"O06","O10","O12","O11"
164,2,7,"O05","O07","O06","O08"
164,3,10,"O01","O06","O09","O07"
164,4,4,"O10","O01","O04","O05"
164,5,8,"O08","O09","O04","O12"
164,6,12,"O09","O05","O11","O03"
164,7,3,"O02","O08","O10","O09"
164,8,2,"O11","O04","O07","O02"
164,9,1,"O02","O01","O05","O12"
164,10,9,"O03","O02","O06","O04"
164,11,5,"O01","O03","O08","O11"
164,12,6,"O07","O12","O03","O10"
165,1,8,"O09","O08","O12","O04"
165,2,2,"O11","O07","O02","O04"
165,3,1,"O05","O12","O02","O01"
165,4,5,"O11","O03","O08","O01"
165,5,7,"O05","O08","O07","O06"
165,6,4,"O01","O10","O04","O05"
165,7,9,"O06","O04","O03","O02"
165,8,10,"O06","O01","O09","O07"
165,9,12,"O11","O03","O09","O05"
165,10,6,"O07","O10","O12","O03"
165,11,11,"O12","O11","O10","O06"
165,12,3,"O09","O08","O10","O02"
166,1,5,"O03","O11","O08","O01"
166,2,1,"O12","O01","O02","O05"
166,3,4,"O10","O05","O04","O01"
166,4,6,"O10","O07","O03","O12"
166,5,11,"O12","O11","O06","O10"
166,6,9,"O03","O02","O06","O04"
166,7,3,"O09","O08","O10","O02"
166,8,10,"O09","O01","O07","O06"
166,9,7,"O07","O06","O05","O08"
166,10,2,"O11","O07","O04","O02"
166,11,12,"O05","O09","O11","O03"
166,12,8,"O09","O04","O08","O12"
167,1,4,"O05","O10","O04","O01"
167,2,1,"O01","O05","O12","O02"
167,3,10,"O07","O01","O09","O06"
167,4,3,"O09","O10","O08","O02"
167,5,8,"O12","O08","O04","O09"
167,6,12,"O05","O11","O09","O03"
167,7,11,"O12","O06","O10","O11"
167,8,9,"O04","O06","O02","O03"
167,9,6,"O10","O03","O12","O07"
167,10,5,"O11","O03","O08","O01"
167,11,7,"O06","O08","O07","O05"
167,12,2,"O11","O07","O02","O04"
168,1,2,"O04","O07","O11","O02"
168,2,5,"O01","O11","O03","O08"
168,3,10,"O07","O06","O09","O01"
168,4,8,"O09","O04","O12","O08"
168,5,6,"O10","O07","O12","O03"
168,6,1,"O05","O12","O01","O02"
168,7,11,"O10","O11","O06","O12"
168,8,3,"O09","O10","O02","O08"
168,9,9,"O04","O03","O02","O06"
168,10,4,"O05","O01","O04","O10"
168,11,7,"O05","O07","O06","O08"
168,12,12,"O05","O11","O03","O09"
169,1,4,"O04","O05","O10","O01"
169,2,3,"O09","O02","O10","O08"
169,3,6,"O07","O12","O10","O03"
169,4,7,"O07","O08","O06","O05"
169,5,8,"O04","O09","O08","O12"
169,6,1,"O02","O01","O05","O12"
169,7,2,"O04","O07","O11","O02"
169,8,10,"O07","O06","O09","O01"
169,9,12,"O11","O03","O05","O09"
169,10,9,"O02","O06","O03","O04"
169,11,11,"O10","O12","O11","O06"
169,12,5,"O03","O08","O01","O11"
170,1,5,"O11","O08","O01","O03"
170,2,2,"O04","O07","O11","O02"
170,3,8,"O09","O12","O08","O04"
170,4,10,"O09","O01","O07","O06"
170,5,4,"O05","O01","O10","O04"
170,6,6,"O03","O07","O10","O12"
170,7,1,"O01","O05","O02","O12"
170,8,12,"O09","O03","O11","O05"
170,9,9,"O04","O06","O03","O02"
170,10,7,"O08","O05","O06","O07"
170,11,11,"O12","O10","O11","O06"
170,12,3,"O10","O02","O08","O09"
171,1,2,"O07","O11","O04","O02"
171,2,1,"O12","O01","O05","O02"
171,3,9,"O02","O06","O03","O04"
171,4,12,"O09","O11","O05","O03"
171,5,11,"O10","O12","O06","O11"
171,6,6,"O10","O03","O12","O07"
171,7,8,"O08","O09","O04","O12"
171,8,4,"O05","O04","O10","O01"
171,9,3,"O02","O08","O09","O10"
171,10,5,"O01","O11","O03","O08"
171,11,7,"O06","O05","O08","O07"
171,12,10,"O01","O06","O09","O07"
172,1,10,"O09","O01","O06","O07"
172,2,7,"O06","O08","O07","O05"
172,3,9,"O04","O06","O02","O03"
172,4,3,"O02","O09","O08","O10"
172,5,8,"O12","O08","O09","O04"
172,6,12,"O11","O09","O03","O05"
172,7,4,"O01","O04","O05","O10"
172,8,2,"O11","O02","O04","O07"
172,9,11,"O10","O12","O11","O06"
172,10,6,"O07","O10","O03","O12"
172,11,5,"O01","O11","O08","O03"
172,12,1,"O05","O12","O01","O02"
173,1,11,"O10","O11","O06","O12"
173,2,2,"O04","O07","O11","O02"
173,3,10,"O07","O06","O01","O09"
173,4,6,"O07","O10","O12","O03"
173,5,7,"O08","O06","O07","O05"
173,6,3,"O02","O09","O08","O10"
173,7,12,"O03","O11","O05","O09"
173,8,1,"O01","O02","O05","O12"
173,9,4,"O10","O01","O04","O05"
173,10,9,"O02","O06","O03","O04"
173,11,8,"O12","O04","O09","O08"
173,12,5,"O11","O08","O01","O03"
174,1,1,"O12","O05","O02","O01"
174,2,3,"O02","O08","O10","O09"
174,3,6,"O10","O07","O12","O03"
174,4,4,"O05","O10","O01","O04"
174,5,12,"O05","O11","O03","O09"
174,6,11,"O06","O10","O11","O12"
174,7,9,"O04","O02","O03","O06"
174,8,5,"O11","O03","O01","O08"
174,9,10,"O06","O09","O07","O01"
174,10,2,"O02","O11","O04","O07"
174,11,7,"O06","O08","O07","O05"
174,12,8,"O12","O08","O04","O09"
175,1,4,"O10","O05","O04","O01"
175,2,12,"O03","O05","O11","O09"
175,3,3,"O09","O08","O10","O02"
175,4,1,"O12","O05","O01","O02"
